Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Characterization	UniProt
EG11331	b1277	1338570	1339160	GTP-CYCLOHYDRO-II-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A7I7'>P0A7I7</a>
G7194	b2302	2420621	2421268	G7194-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77526'>P77526</a>
EG12518	b4485	4451058	4452560	YTFR-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/Q6BEX0'>Q6BEX0</a>
G6656	b1318	1380821	1381789	YCJV-MONOMER		<a href='https://www.uniprot.org/uniprot/P77481'>P77481</a>
G7836	b4146	4374629	4375657	G7836-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P39280'>P39280</a>
EG12443	b2959	3101807	3102133	EG12443-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P38521'>P38521</a>
G6123	b0248	264748	265206	G6123-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P75676'>P75676</a>
G6539	b1033	1097886	1098824	G6539-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P75913'>P75913</a>
EG30008	b3853	4037260	4037335	charged-alaT-tRNA // alaT-tRNA	WELL-CHARACTERIZED	
EG11639	b1533	1620238	1621137	EG11639-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P31125'>P31125</a>
EG12083	b2287	2403951	2404613	NUOB-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AFC7'>P0AFC7</a>
G6379	b0710	742827	743570	G6379-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AFP6'>P0AFP6</a>
EG11164	b3037	3179744	3180415	EG11164-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ADT2'>P0ADT2</a>
EG11992	b2115	2196474	2197298	EG11992-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P33345'>P33345</a>
G6416	b0807	842332	843258	G6416-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P75782'>P75782</a>
G0-10600	b4609	2734153	2734295	RNA0-331	PARTIAL	
EG10534	b2411	2528161	2530176	EG10534-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P15042'>P15042</a>
EG12319	b0126	142008	142670	EG12319-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P61517'>P61517</a>
G6574	b1117	1176619	1177320	YCFV-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P75957'>P75957</a>
EG10589	b2942	3086706	3087860	S-ADENMETSYN-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A817'>P0A817</a>
G7069	b1984	2058027	2058102	RNA0-304	WELL-CHARACTERIZED	
EG10602	b1889	1975329	1976255	MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AF06'>P0AF06</a>
G0-17084	b4809	194784	194844	RNA0-412	WELL-CHARACTERIZED	
G0-10634	b4687	2700117	2700197	MONOMER0-2860	PARTIAL	<a href='https://www.uniprot.org/uniprot/C1P611'>C1P611</a>
G7202	b2331	2448606	2449157	G7202-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A8B2'>P0A8B2</a>
EG30068	b3799	3982735	3982811	proM-tRNA	WELL-CHARACTERIZED	
G6655	b1317	1380148	1380807	G6655-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77366'>P77366</a>
EG10007	b2307	2424517	2425233	HISM-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AEU3'>P0AEU3</a>
EG11893	b2010	2081381	2082547	RPOA-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P33013'>P33013</a>
EG12210	b3620	3794929	3795975	EG12210-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P37692'>P37692</a>
EG11643	b1535	1622960	1623850	EG11643-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P31129'>P31129</a>
G7814	b3875	4063603	4064295	G7814-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76773'>P76773</a>
EG10358	b1611	1685185	1686588	FUMC-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P05042'>P05042</a>
G6085	b0021	19811	20314	G7762-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0CF25'>P0CF25</a>
EG10369	b0124	138835	141225	GLUCDEHYDROG-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P15877'>P15877</a>
EG10412	b3500	3646299	3647651	GLUTATHIONE-REDUCT-NADPH-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P06715'>P06715</a>
G7629	b3130	3277337	3277801	G7629-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P64594'>P64594</a>
EG10430	b3804	3989088	3989828	UROGENIIISYN-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P09126'>P09126</a>
EG10221	b4381	4617323	4618102	DEOXYRIBOSE-P-ALD-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A6L0'>P0A6L0</a>
EG11361	b2064	2139759	2141612	EG11361-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P28249'>P28249</a>
G7242	b2379	2497057	2498295	G7242-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77434'>P77434</a>
EG10915	b2609	2745937	2746185	EG10915-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A7T3'>P0A7T3</a>
G0-10677	b4699	1409129	1409250	RNA0-349	WELL-CHARACTERIZED	
EG11204	b3967	4165428	4166285	GLUTRACE-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P22634'>P22634</a>
G7851	b4188	4416017	4416292	G7851-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AF82'>P0AF82</a>
G7492	b2873	3010028	3011413	G7492-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/Q46806'>Q46806</a>
G7292	b2462	2575470	2575805	G7292-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P63746'>P63746</a>
G0-16680	b4718	3658992	3659082	RNA0-392	WELL-CHARACTERIZED	
EG11352	b3627	3802039	3803058	EG11352-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P27128'>P27128</a>
EG10745	b1602	1674972	1676360	PNTB-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AB67'>P0AB67</a>
EG12334	b0158	177662	178462	EG12334-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P37028'>P37028</a>
EG11092	b0240			EG11092-MONOMER		<a href='https://www.uniprot.org/uniprot/P24251'>P24251</a>
G7300	b2483	2603847	2604794	MONOMER0-154	PARTIAL	<a href='https://www.uniprot.org/uniprot/P77858'>P77858</a>
G0-9561	b4409	1704551	1704676	MONOMER0-1561	PARTIAL	<a href='https://www.uniprot.org/uniprot/P56976'>P56976</a>
G0-17088	b4813	1279337	1279520	RNA0-416	PARTIAL	
G6443	b0845	886131	887339	G6443-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P75810'>P75810</a>
G7624	b4471	3258285	3259649	LSERINEDEAM3-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P42630'>P42630</a>
G6265	b0489	514856	515773	G6265-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AA53'>P0AA53</a>
G7584	b3045	3186510	3187415	MONOMER0-4449	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0CF57'>P0CF57</a>
G6093	b0177	197928	200360	G6093-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A940'>P0A940</a>
G7690	b4472	3392458	3396258	G7690-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P46474'>P46474</a>
G6535	b1028	1095544	1095846	G6535-MONOMER		<a href='https://www.uniprot.org/uniprot/Q7DFV4'>Q7DFV4</a>
G6594	b1150	1205549	1205731	G6594-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P75979'>P75979</a>
EG11250	b4224	4448447	4448698	EG11250-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P08365'>P08365</a>
EG11911	b3952	4146258	4147136	EG11911-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P32675'>P32675</a>
G0-10589	b4593	1222990	1223163	MONOMER0-2818	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/A5A611'>A5A611</a>
G6533	b1026	1094275	1095141	MONOMER0-4443	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0CF82'>P0CF82</a>
EG10987	b1885	1969383	1970984	TAP-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P07018'>P07018</a>
EG10496	b3771	3953478	3955328	DIHYDROXYACIDDEHYDRAT-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P05791'>P05791</a>
EG12739	b3094	3246652	3247428	PD03270	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0ACL2'>P0ACL2</a>
G7734	b3382	3511060	3511422	G7734-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P45551'>P45551</a>
EG11251	b1214	1267320	1268129	EG11251-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AGM5'>P0AGM5</a>
G6316	b0562	582152	582806	G6316-MONOMER		<a href='https://www.uniprot.org/uniprot/P77460'>P77460</a>
EG11683	b3646	3818874	3819491	EG11683-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AGM2'>P0AGM2</a>
G7339	b2545	2674700	2675761	YPHC-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P77360'>P77360</a>
G6382	b0713	745165	745899	G6382-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P75746'>P75746</a>
EG12216	b3470	3608751	3608996	EG12216-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A890'>P0A890</a>
EG11820	b1056	1117901	1118476	EG11820-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A8X2'>P0A8X2</a>
G7635	b3140	3285478	3286269	AGAD-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P42911'>P42911</a>
EG10877	b3313	3448759	3449169	EG10877-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ADY7'>P0ADY7</a>
G6650	b1312	1374090	1374932	YCJP-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P77716'>P77716</a>
G7834	b4144	4372809	4373162	G7834-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AF70'>P0AF70</a>
EG11721	b3711	3892765	3893724	EG11721-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P31463'>P31463</a>
G0-10584	b4588	572368	572469	MONOMER0-2813	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/Q47268'>Q47268</a>
EG11275	b3672	3852890	3852988	EG11275-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P03061'>P03061</a>
G0-16666	b4650	3768639	3768890	G0-16666-MONOMER		
G6164	b0293	310084	310671	G6164-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AAA3'>P0AAA3</a>
EG10109	b0311	325577	327247	CHD-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P17444'>P17444</a>
EG10905	b4200	4425118	4425513	EG10905-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P02358'>P02358</a>
EG11685	b3656	3832219	3834537	EG11685-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P31434'>P31434</a>
EG11400	b3508	3655255	3655902	EG11400-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AFV2'>P0AFV2</a>
EG12316	b0118	131615	134212	ACONITATEDEHYDRB-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P36683'>P36683</a>
G7081	b2001	2074779	2076311	G7081-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76361'>P76361</a>
EG10897	b3461	3599929	3600783	RPOH-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AGB3'>P0AGB3</a>
G0-9611	b4429	1492119	1492175	RNA0-165	PARTIAL	
G7063	b1976	2043651	2044448	G7063-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P76346'>P76346</a>
G0-8868	b4444	2976102	2976189	SRAE-RNA	WELL-CHARACTERIZED	
G6336	b0609	643407	643868			
G7389	b4462	2786397	2788649	G7389-MONOMER		<a href='https://www.uniprot.org/uniprot/P76616'>P76616</a>
EG10107	b3572	3739705	3740958	VALINE-PYRUVATE-AMINOTRANSFER-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P09053'>P09053</a>
EG11244	b2922	3067340	3068080	EG11244-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ADS6'>P0ADS6</a>
G7015	b1843	1925440	1926096	G7015-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P76280'>P76280</a>
G7837	b4149	4377189	4377722	G7837-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0A901'>P0A901</a>
G7859	b4197	4422846	4423700	G7859-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P39305'>P39305</a>
EG11660	b1929	2008277	2009482	EG11660-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P31064'>P31064</a>
G6935	b1730	1812329	1813132	G6935-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76210'>P76210</a>
EG10059	b4460	1982554	1983540	ARAH-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AE26'>P0AE26</a>
EG12182	b0434	453589	454167	EG12182-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ADA5'>P0ADA5</a>
EG30047	b4369	4606200	4606286	leuP-tRNA	WELL-CHARACTERIZED	
EG12252	b3525	3678420	3679187	EG12252-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P37646'>P37646</a>
G6801	b1514	1603019	1604047	YDEY-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77672'>P77672</a>
EG30066	b3545	3708616	3708692	proK-tRNA	WELL-CHARACTERIZED	
EG10124	b3551	3714061	3716394	EG10124-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P20099'>P20099</a>
G0-10590	b4594	1223264	1223449	MONOMER0-2819	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/A5A612'>A5A612</a>
G6829	b1556	1640370	1640585	G6829-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P77237'>P77237</a>
EG11607	b1251	1310569	1310865	EG11607-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AB55'>P0AB55</a>
EG11523	b0704	735650	736219	EG11523-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P28915'>P28915</a>
G6481	b0939	998490	999191	G6481-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P75856'>P75856</a>
EG10492	b0026	22391	25207	ILES-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P00956'>P00956</a>
EG11743	b1495	1575247	1577619	EG11743-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P31827'>P31827</a>
G6107	b0223	244327	245094	G6107-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/Q47147'>Q47147</a>
EG10849	b0497	523261	527541	EG10849-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P16919'>P16919</a>
G0-9662	b4517	1052067	1052240	MONOMER0-1701	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AC92'>P0AC92</a>
EG11923	b4026	4235906	4236148	EG11923-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AF45'>P0AF45</a>
EG10463	b0161	180884	182308	EG10463-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0C0V0'>P0C0V0</a>
G6920	b1697	1779617	1780381	G6920-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P76201'>P76201</a>
G6805	b1518	1606999	1607289	G6805-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P64461'>P64461</a>
EG10767	b0243	261503	262756	GLUTSEMIALDEHYDROG-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P07004'>P07004</a>
G0-10466	b4551	3478592	3478792	MONOMER0-2688	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ADW8'>P0ADW8</a>
G6390	b0747	781147	781222	RNA0-301	WELL-CHARACTERIZED	
G7196	b2304	2421708	2422601	G7196-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77775'>P77775</a>
G7114	b2075	2155263	2158385	B2075-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76398'>P76398</a>
G6105	b0221	240859	243303	ACYLCOADEHYDROG-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/Q47146'>Q47146</a>
G7415	b2734	2859760	2860416	G7415-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P55799'>P55799</a>
EG10952	b2617	2753605	2753946	EG10952-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A937'>P0A937</a>
G7645	b3151	3297098	3298138	G7645-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P45468'>P45468</a>
G6495	b0960	1021730	1023883	G6495-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P75870'>P75870</a>
G0-8887	b4598	1517099	1517194	MONOMER0-761	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/A5A615'>A5A615</a>
G7443	b2777	2904747	2905418	G7443-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P64554'>P64554</a>
EG12366	b2946	3091134	3091865	EG12366-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AGL7'>P0AGL7</a>
EG10026	b4016	4218596	4220332	ICITDEHASE-KIN-PHOSPHA	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P11071'>P11071</a>
EG11713	b3689	3868062	3869309	EG11713-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P31455'>P31455</a>
G6160	b0289	304495	305205	G6160-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P77263'>P77263</a>
EG11862	b3898	4089855	4090925	EG11862-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P32153'>P32153</a>
EG11455	b3790	3974467	3975141	TDPFUCACTRANS-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P27832'>P27832</a>
G6591	b1147	1203268	1203825	G6591-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P75976'>P75976</a>
EG10773	b2679	2807132	2808124	PROX-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AFM2'>P0AFM2</a>
G0-17037	b4791	3640612	3640686	MONOMER0-4503	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0DSG9'>P0DSG9</a>
EG11091	b0239	256527	257771	EG11091-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P04335'>P04335</a>
EG12183	b0433	452070	453545	AMPG-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AE16'>P0AE16</a>
EG11538	b2575	2712027	2712764	EG11538-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P31825'>P31825</a>
EG11110	b0736	774752	775156	EG11110-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0A8Z3'>P0A8Z3</a>
EG10323	b1945	2020087	2021091	FLIM-FLAGELLAR-C-RING-SWITCH	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P06974'>P06974</a>
G6370	b0681	708334	709740	G6370-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P75733'>P75733</a>
G6852	b1594	1667344	1668564	PD01896	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P50456'>P50456</a>
G6871	b1627	1705767	1706348	G6871-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A766'>P0A766</a>
EG11971	b2393	2513042	2514244	NUPC-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AFF2'>P0AFF2</a>
EG12694	b3060	3205324	3206256	MONOMER0-4119 // EG12694-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P45463'>P45463</a>
G7258	b2412	2530247	2531233	G7258-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77173'>P77173</a>
G7265	b2430	2548102	2549406	G7265-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77619'>P77619</a>
EG12855	b0956	1018485	1018937	EG12855-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A8N0'>P0A8N0</a>
G6108	b0224	245065	245805	G6108-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AA99'>P0AA99</a>
EG10200	b3934	4123431	4124456	PD04028	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ACN7'>P0ACN7</a>
EG11464	b3817	4002419	4002799	EG11464-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P27842'>P27842</a>
EG10246	b0211	232597	233955	EG10246-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AEZ7'>P0AEZ7</a>
EG10056	b2841	2980764	2982182	ARAE-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AE24'>P0AE24</a>
EG10402	b0720	753185	754468	CITSYN-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ABH7'>P0ABH7</a>
EG11901	b1347	1413531	1413740	EG11901-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P33230'>P33230</a>
EG10242	b3701	3881221	3882321	EG10242-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A988'>P0A988</a>
G7546	b2980	3128272	3129036	G7546-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ACL5'>P0ACL5</a>
G7272	b2442	2558858	2560066	G7272-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P76542'>P76542</a>
G0-17107	b4832	1169303	1169402	RNA0-425	PARTIAL	
G7013	b1840	1923719	1924591	G7013-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P76278'>P76278</a>
G0-17040	b4794	3737177	3737203	MONOMER0-4506	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0DSH2'>P0DSH2</a>
EG12318	b0123	137083	138633	EG12318-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P36649'>P36649</a>
EG30041	b4165	4392583	4392658	glyY-tRNA	WELL-CHARACTERIZED	
EG11505	b1842	1925108	1925338	EG11505-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ABS8'>P0ABS8</a>
EG10048	b0049	50380	51222	EG10048-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P05637'>P05637</a>
EG10678	b1247	1305764	1306768	OPPF-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77737'>P77737</a>
G6189	b0324	341125	342507	G6189-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77554'>P77554</a>
G0-16727	b4732	408947	409030	MONOMER0-4409	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0DPN2'>P0DPN2</a>
G0-10580	b4637	710639	710725	MONOMER0-2801	PARTIAL	<a href='https://www.uniprot.org/uniprot/A8DYP9'>A8DYP9</a>
EG10218	b2314	2431022	2431684	EG10218-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P09549'>P09549</a>
EG10425	b1619	1697273	1698040	7-ALPHA-HYDROXYSTEROID-DEH-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AET8'>P0AET8</a>
EG10063	b2818	2949242	2950573	N-ACETYLTRANSFER-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A6C5'>P0A6C5</a>
EG11300	b1571	1648508	1648663	EG11300-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ACW8'>P0ACW8</a>
G7916	b4306	4532437	4533183	G7916-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P39367'>P39367</a>
EG11050	b3449	3587370	3588113	GLYCPDIESTER-CYTO-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P10908'>P10908</a>
G7675	b3221	3369014	3369478	G7675-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P45424'>P45424</a>
EG30055	b0743	780554	780629	lysT-tRNA	WELL-CHARACTERIZED	
G0-8861		458728	458784	SRAA-RNA	UNCHARACTERIZED	
EG12327	b0138	152243	152812	EG12327-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P37018'>P37018</a>
EG10795	b4006	4205943	4207532	AICARTRANSIMPCYCLO-CPLX	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P15639'>P15639</a>
G0-10438	b4512	632182	632379	MONOMER0-2660	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AAS9'>P0AAS9</a>
EG12061	b2203	2298269	2298718	NAPB-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ABL3'>P0ABL3</a>
EG10203	b0839	880727	881929	EG10203-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P08506'>P08506</a>
EG11008	b0740	777740	779032	EG11008-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A855'>P0A855</a>
G7696	b3279	3429236	3429790	G7696-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0A9W9'>P0A9W9</a>
